id,errors-question1,errors-question2,errors-question3,errors-question4,errors-question5
20170065874,1.0,3.0,0.0,3.0,3.0
20170014230,0.0,4.0,0.0,2.0,3.0
20170025190,0.0,0.0,0.0,0.0,1.0
20170104800,,4.0,2.0,,
11411494,,,,,
2016098353,1.0,3.0,2.0,2.0,1.0
20160127641,2.0,3.0,2.0,0.0,2.0
20160127481,2.0,2.0,2.0,2.0,0.0
20170027238,1.0,2.0,3.0,0.0,2.0
20160116343,1.0,,3.0,2.0,
20160130507,2.0,2.0,1.0,1.0,3.0
20170061893,0.0,3.0,2.0,0.0,0.0
20170028610,2.0,2.0,2.0,0.0,1.0
20170021459,1.0,2.0,1.0,2.0,2.0
20170019138,0.0,1.0,2.0,0.0,0.0
20170016010,0.0,5.0,0.0,2.0,1.0
13504565,5.0,3.0,2.0,1.0,4.0
20170025215,1.0,3.0,,4.0,1.0
20170027837,0.0,0.0,0.0,0.0,0.0
20170019352,0.0,0.0,1.0,0.0,4.0
20160120328,0.0,2.0,0.0,3.0,2.0
20170035650,2.0,1.0,0.0,2.0,0.0
20170023097,0.0,0.0,0.0,0.0,0.0
20170111402,3.0,0.0,0.0,3.0,1.0
20170025995,0.0,2.0,0.0,2.0,1.0
20160224926,0.0,0.0,0.0,4.0,3.0
20170079397,0.0,0.0,0.0,0.0,5.0
20170019817,0.0,4.0,0.0,2.0,1.0
20170066559,0.0,0.0,0.0,3.0,2.0
20170028656,4.0,3.0,0.0,2.0,0.0
20170024577,1.0,0.0,2.0,2.0,0.0
20160118867,0.0,2.0,3.0,2.0,3.0
2016086108,0.0,3.0,3.0,0.0,0.0
20170021412,0.0,0.0,0.0,0.0,0.0
20170024512,0.0,5.0,0.0,4.0,0.0
20170042735,1.0,2.0,0.0,1.0,0.0
20170047811,1.0,2.0,2.0,1.0,0.0
20170033010,1.0,1.0,1.0,0.0,0.0
20170044551,0.0,0.0,0.0,0.0,0.0
20170033790,0.0,3.0,0.0,0.0,5.0
20170116230,0.0,0.0,2.0,0.0,0.0
20170111304,1.0,4.0,3.0,2.0,1.0
20170040534,2.0,0.0,0.0,0.0,2.0
20170042978,0.0,0.0,1.0,2.0,
